generic_name,cardiotoxicity__binary,cardiotoxicity__ternary,dermatological_toxicity__binary,dermatological_toxicity__ternary,hematological__binary,hematological__ternary,infertility__binary,infertility__ternary,liver_toxicity__binary,liver_toxicity__ternary,ototoxicity__binary,ototoxicity__ternary,pulmonary_toxicity__binary,pulmonary_toxicity__ternary,renal_toxicity__binary,renal_toxicity__ternary,SMILES_standardized,SMILES_clean,SMILES_filled,SMILES_source,name_best_query,name_corrected,SMILES_recovered,SMILES_recovered_source,recovery_status,SMILES_recovered_v3,SMILES_recovered_v3_source,recovery_debug_v3
LIDOCAINE HCI,1,Most,0,,0,,0,,0,,0,,0,,1,,CCN(CC)CC(=O)Nc1c(C)cccc1C,ccn(cc)cc(=o)nc1c(c)cccc1c,CCN(CC)CC(=O)Nc1c(C)cccc1C,Original,,,,,,,,
LIDOCAINE HCI AND DEXTROSE,1,Most,1,,1,,0,,1,Most,1,,0,,1,Most,Not found,not found,CCN(CC)CC(=O)Nc1c(C)cccc1C,ChEMBL,,,,,,,,
LIDOCAINE HCI; LIDOCAINE HCL,1,Most,1,,1,Most,0,,0,,0,,1,Most,0,,Not found,not found,CCN(CC)CC(=O)Nc1c(C)cccc1C,ChEMBL,,,,,,,,
LIDOCAINE HCL,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,0,,CCN(CC)CC(=O)Nc1c(C)cccc1C,ccn(cc)cc(=o)nc1c(c)cccc1c,CCN(CC)CC(=O)Nc1c(C)cccc1C,Original,,,,,,,,
LIDOCAINE HYDROCHLORIDE,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,0,,CCN(CC)CC(=O)Nc1c(C)cccc1C,ccn(cc)cc(=o)nc1c(c)cccc1c,CCN(CC)CC(=O)Nc1c(C)cccc1C,Original,,,,,,,,
LIDOCAINE HYDROCHLORIDE ANHYDROUS,0,,0,,0,,0,,0,,0,,0,,0,,CCN(CC)CC(=O)Nc1c(C)cccc1C,ccn(cc)cc(=o)nc1c(c)cccc1c,CCN(CC)CC(=O)Nc1c(C)cccc1C,Original,,,,,,,,
LIFITEGRAST,0,,1,Most,0,,0,,0,,0,,1,,0,,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,cs(=o)(=o)c1cccc(c[c@h](nc(=o)c2c(cl)cc3c(c2cl)ccn(c(=o)c2ccc4ccoc4c2)c3)c(=o)o)c1,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,Original,,,,,,,,
LINCOMYCIN,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,1,Most,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,ccc[c@@h]1c[c@@h](c(=o)n[c@@h]([c@h]2o[c@h](sc)[c@h](o)[c@@h](o)[c@h]2o)[c@@h](c)o)n(c)c1,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,Original,,,,,,,,
LISDEXAMFETAMINE,1,Most,1,Most,0,,0,,0,,0,,0,,0,,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,c[c@@h](cc1ccccc1)nc(=o)[c@@h](n)ccccn,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,Original,,,,,,,,
LISDEXAMFETAMINE DIMESYLATE CAPSULES,1,Most,1,Most,0,,0,,0,,0,,0,,0,,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,cc(cc1ccccc1)nc(=o)c(n)ccccn,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,Original,,,,,,,,
LITHIUM CARBONATE,1,Most,1,Most,1,,0,,0,,1,Most,1,Most,1,Most,O=C(O)O,o=c(o)o,O=C(O)O,Original,,,,,,,,
LODOXAMIDE TROMETHAMINE,0,,1,,0,,0,,0,,0,,0,,0,,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1.NC(CO)(CO)CO.NC(CO)(CO)CO,n#cc1cc(nc(=o)c(=o)o)c(cl)c(nc(=o)c(=o)o)c1.nc(co)(co)co.nc(co)(co)co,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1.NC(CO)(CO)CO.NC(CO)(CO)CO,Original,,,,,,,,
LONAPEGSOMATROPIN-TCGD,0,,1,Most,0,,0,,0,,0,,0,,0,,Not found,not found,,NotFound,LONAPEGSOMATROPIN-TCGD,LONAPEGSOMATROPIN-TCGD,,,not_found | variants_tried=3,,None,"no_hit | variants=['LONAPEGSOMATROPIN TCGD', 'LONAPEGSOMATROPIN']"
LONCASTUXIMAB TESIRINE,0,,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,Not found,not found,,NotFound,LONCASTUXIMAB TESIRINE,LONCASTUXIMAB TESIRINE,,,not_found | variants_tried=2,,None,"no_hit | variants=['LONCASTUXIMAB TESIRINE', 'LONCASTUXIMAB']"
LOSARTAN,1,,1,,1,,1,,1,,0,,0,,1,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,ccccc1nc(cl)c(co)n1cc1ccc(-c2ccccc2-c2nnn[nh]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Original,,,,,,,,
LOSARTAN POTASSIUM TABLET,0,,1,,1,,1,,1,,0,,0,,1,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,ccccc1nc(cl)c(co)n1cc1ccc(-c2ccccc2-c2nnn[nh]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Original,,,,,,,,
LOSARTAN POTATSSIUM,1,,1,Most,1,,1,,1,,0,,0,,1,Most,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,ccccc1nc(cl)c(co)n1cc1ccc(-c2ccccc2-c2nnn[nh]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Original,,,,,,,,
LOSATAN POTASSIUM,1,,1,Most,1,,1,,1,,0,,0,,1,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,ccccc1nc(cl)c(co)n1cc1ccc(-c2ccccc2-c2nnn[nh]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Original,,,,,,,,
LOTEPREDNOL ETABONATE,0,,0,,0,,0,,0,,0,,0,,0,,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ccoc(=o)o[c@]1(c(=o)occl)cc[c@h]2[c@@h]3ccc4=cc(=o)c=c[c@]4(c)[c@h]3[c@@h](o)c[c@@]21c,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Original,,,,,,,,
LOTILANER OPHTHALMIC SOLUTION,0,,0,,0,,1,,0,,0,,0,,0,,Cc1cc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)sc1C(=O)NCC(=O)NCC(F)(F)F,cc1cc(c2=noc(c3cc(cl)c(cl)c(cl)c3)(c(f)(f)f)c2)sc1c(=o)ncc(=o)ncc(f)(f)f,Cc1cc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)sc1C(=O)NCC(=O)NCC(F)(F)F,Original,,,,,,,,
LOXAPINE SUCCINATE,1,Most,1,Most,1,Most,0,,1,,0,,0,,1,,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,cn1ccn(c2=nc3ccccc3oc3ccc(cl)cc32)cc1.o=c(o)ccc(=o)o,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,Original,,,,,,,,
LUSPATERCEPT,1,Most,1,,1,Most,1,Most,1,Most,0,,0,,1,,Not found,not found,,NotFound,LUSPATERCEPT,LUSPATERCEPT,,,not_found | variants_tried=1,,,
LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,0,,0,,1,Most,1,Most,1,,0,,0,,1,Most,Not found,not found,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H]1CC[C@H](CNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CC1)C(=O)O)C(=O)O,ChEMBL,LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,,,not_found | variants_tried=4,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H]1CC[C@H](CNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CC1)C(=O)O)C(=O)O,ChEMBL,query='LUTETIUM LU VIPIVOTIDE TETRAXETAN' via chembl | tried=4
LYRICA,1,,1,Most,1,Most,1,Most,0,,0,,1,,0,,CC(C)CC(CN)CC(=O)O,cc(c)cc(cn)cc(=o)o,CC(C)CC(CN)CC(=O)O,Original,,,,,,,,
MAGNESIUM SULFATE HEPTAHYDRATE,1,Most,0,,0,,0,,0,,0,,0,,1,Most,O=S(=O)(O)O,o=s(=o)(o)o,O=S(=O)(O)O,Original,,,,,,,,
MAGNESIUM SULFATE IN DEXTROSE,1,Most,0,,0,,0,,0,,0,,1,Most,1,Most,O=S(=O)(O)O,o=s(=o)(o)o,O=S(=O)(O)O,Original,,,,,,,,
MAGNESIUM SULFATE IN WATER,1,Most,0,,0,,0,,0,,0,,1,Most,1,Most,O=S(=O)(O)O,o=s(=o)(o)o,O=S(=O)(O)O,Original,,,,,,,,
MAGNESIUM SULFATE IN WATER FOR,1,Most,0,,0,,0,,0,,0,,1,Most,1,Most,O=S(=O)(O)O,o=s(=o)(o)o,O=S(=O)(O)O,Original,,,,,,,,
MANNITOL,0,,0,,1,Most,0,,0,,0,,1,Most,0,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,oc[c@@h](o)[c@@h](o)[c@h](o)[c@h](o)co,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Original,,,,,,,,
MARGETUXIMAB-CMKB,1,Most,1,Most,1,Most,0,,0,,0,,0,,0,,Not found,not found,,NotFound,MARGETUXIMAB-CMKB,MARGETUXIMAB-CMKB,,,not_found | variants_tried=3,,None,"no_hit | variants=['MARGETUXIMAB CMKB', 'MARGETUXIMAB']"
MECASERMIN,0,,1,Most,1,Most,0,,0,,1,Most,0,,0,,Not found,not found,,NotFound,MECASERMIN,MECASERMIN,,,not_found | variants_tried=1,,None,no_hit | variants=['MECASERMIN']
MECLIZINE,0,,0,,0,,0,,0,,0,,0,,0,,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,cc1cccc(cn2ccn(c(c3ccccc3)c3ccc(cl)cc3)cc2)c1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Original,,,,,,,,
MECLIZINE HCL,0,,0,,0,,0,,0,,0,,0,,0,,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,cc1cccc(cn2ccn(c(c3ccccc3)c3ccc(cl)cc3)cc2)c1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Original,,,,,,,,
MECLIZINE HYDROCHLORIDE; MECLIZINE HYDROCLORIDE,0,,0,,0,,0,,0,,0,,0,,0,,Not found,not found,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,ChEMBL,,,,,,,,
MECLIZINE HYDROCLORIDE,0,,1,,0,,0,,0,,0,,0,,0,,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,cc1cccc(cn2ccn(c(c3ccccc3)c3ccc(cl)cc3)cc2)c1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Original,,,,,,,,
MECLIZINE; MECLIZINE HYDROCHLORIDE,0,,1,,0,,0,,0,,0,,0,,0,,Not found,not found,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,ChEMBL,,,,,,,,
MEDROXYPROGESTERONE,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,0,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,cc(=o)o[c@]1(c(c)=o)cc[c@h]2[c@@h]3c[c@h](c)c4=cc(=o)cc[c@]4(c)[c@h]3cc[c@@]21c,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Original,,,,,,,,
MEGESTEROL ACETATE,0,,1,Most,1,Most,1,Most,0,,0,,1,,0,,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,cc(=o)oc1(c(c)=o)ccc2c3c=c(c)c4=cc(=o)ccc4(c)c3ccc21c,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,Original,,,,,,,,
MELPHALAN,1,,1,Most,1,Most,1,Most,1,Most,0,,1,,1,Most,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,n[c@@h](cc1ccc(n(cccl)cccl)cc1)c(=o)o,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,Original,,,,,,,,
MEMANTINE,1,Most,1,,1,,0,,1,,0,,0,,1,,CC12CC3CC(C)(C1)CC(N)(C3)C2,cc12cc3cc(c)(c1)cc(n)(c3)c2,CC12CC3CC(C)(C1)CC(N)(C3)C2,Original,,,,,,,,
MEMANTINE HCL,1,Most,0,,1,,0,,1,,0,,0,,1,Most,CC12CC3CC(C)(C1)CC(N)(C3)C2,cc12cc3cc(c)(c1)cc(n)(c3)c2,CC12CC3CC(C)(C1)CC(N)(C3)C2,Original,,,,,,,,
MEMANTINE HYDROCHLORIDE ORAL,1,,1,,1,,0,,1,,0,,0,,1,Most,CC12CC3CC(C)(C1)CC(N)(C3)C2,cc12cc3cc(c)(c1)cc(n)(c3)c2,CC12CC3CC(C)(C1)CC(N)(C3)C2,Original,,,,,,,,
MEPOLIZUMAB,0,,1,,1,,0,,0,,0,,0,,0,,Not found,not found,,NotFound,MEPOLIZUMAB,MEPOLIZUMAB,,,not_found | variants_tried=1,,,
MEROPENEM AND SODIUM CHLORIDE,0,,1,Most,1,Most,0,,1,,0,,0,,1,Most,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,cc(o)c1c(=o)n2c(c(=o)o)=c(sc3cnc(c(=o)n(c)c)c3)c(c)c12,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,Original,,,,,,,,
MESNA INJECTION,1,,1,Most,1,Most,0,,0,,0,,0,,0,,O=S(=O)(O)CCS,o=s(=o)(o)ccs,O=S(=O)(O)CCS,Original,,,,,,,,
METAXALONE TABLET,0,,1,,1,Most,0,,1,,0,,0,,0,,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,cc1cc(c)cc(occ2cnc(=o)o2)c1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Original,,,,,,,,
METFORMIN,1,,0,,1,,0,,1,Most,0,,0,,1,Most,CN(C)C(=N)NC(=N)N,cn(c)c(=n)nc(=n)n,CN(C)C(=N)NC(=N)N,Original,,,,,,,,
METFORMIN ER 500 MG,0,,1,,1,,0,,0,,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN ER 500 MG; METFORMIN ER 750 MG,0,,1,,1,,0,,0,,0,,0,,1,Most,Not found,not found,CN(C)C(=N)NC(=N)N,ChEMBL,,,,,,,,
METFORMIN HCL,0,,1,Most,1,,0,,0,,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN HYDROCHLORIDE ER,0,,0,,1,,0,,0,,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN HYDROCHLORIDE EXTENDED RELEASE,1,Most,0,,1,,0,,0,,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN HYDROCHLORIDE EXTENDED-RELEASE,1,Most,0,,1,,0,,1,Most,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN HYDROCHLORIDE EXTENDED-RELEASE TABLETS,1,Most,0,,1,,0,,1,Most,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN HYDROCHLORIDE TABLET,1,Most,1,,1,,0,,1,Most,0,,0,,1,Most,CN(C)C(=N)N=C(N)N,cn(c)c(=n)n=c(n)n,CN(C)C(=N)N=C(N)N,Original,,,,,,,,
METFORMIN HYDROCHLORIDE TABLET; METFORMIN HYDROCHLORIDE TABLETS,1,Most,0,,1,,0,,1,Most,0,,0,,1,Most,Not found,not found,CN(C)C(=N)NC(=N)N,ChEMBL,,,,,,,,
METFORMIN; METFORMIN HYDROCHLORIDE,1,Most,1,,1,,0,,1,,0,,0,,0,,Not found,not found,CN(C)C(=N)NC(=N)N,ChEMBL,,,,,,,,
METHADONE,1,Most,1,Most,1,,1,Most,0,,1,Most,1,Most,0,,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,ccc(=o)c(cc(c)n(c)c)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,Original,,,,,,,,
METHCARBAMOL,0,,0,,0,,0,,0,,0,,0,,0,,COc1ccccc1OCC(O)COC(N)=O,coc1ccccc1occ(o)coc(n)=o,COc1ccccc1OCC(O)COC(N)=O,Original,,,,,,,,
METHOCARBAMOL TABLETS,1,Most,1,Most,1,,0,,1,,0,,0,,0,,COc1ccccc1OCC(O)COC(N)=O,coc1ccccc1occ(o)coc(n)=o,COc1ccccc1OCC(O)COC(N)=O,Original,,,,,,,,
METHOTREXATE,1,,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,cn(cc1cnc2nc(n)nc(n)c2n1)c1ccc(c(=o)n[c@@h](ccc(=o)o)c(=o)o)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Original,,,,,,,,
METHOXSALEN,0,,1,Most,0,,1,Most,0,,0,,1,,0,,COc1c2occc2cc2ccc(=O)oc12,coc1c2occc2cc2ccc(=o)oc12,COc1c2occc2cc2ccc(=O)oc12,Original,,,,,,,,
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,1,Most,1,Most,1,Most,0,,0,,0,,0,,0,,Not found,not found,,NotFound,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,,,not_found | variants_tried=4,,,
METHYLENE BLUE,1,,1,Most,1,Most,1,,1,Most,0,,0,,1,Most,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,cn(c)c1ccc2nc3ccc(=[n+](c)c)cc-3sc2c1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,Original,,,,,,,,
METHYLERGONOVINE,1,Most,1,,0,,0,,0,,0,,1,,0,,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,cc[c@@h](co)nc(=o)[c@@h]1c=c2c3cccc4[nh]cc(c34)c[c@h]2n(c)c1,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Original,,,,,,,,
METHYLPHENIDATE HCL,1,Most,1,Most,1,,0,,1,,0,,0,,0,,COC(=O)C(c1ccccc1)C1CCCCN1,coc(=o)c(c1ccccc1)c1ccccn1,COC(=O)C(c1ccccc1)C1CCCCN1,Original,,,,,,,,
METHYLPHENIDATE HYDROCHLORIDE EXTENDED RELEASE,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,0,,COC(=O)C(c1ccccc1)C1CCCCN1,coc(=o)c(c1ccccc1)c1ccccn1,COC(=O)C(c1ccccc1)C1CCCCN1,Original,,,,,,,,
METHYLPRED DP; METHYLPREDNISOLONE,1,Most,1,Most,0,,0,,0,,0,,1,,0,,Not found,not found,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ChEMBL,,,,,,,,
METHYLPREDNISOLE,1,Most,1,Most,1,,0,,0,,0,,0,,0,,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,cc1cc2c(c(o)cc3(c)c2ccc3(o)c(=o)co)c2(c)c=cc(=o)c=c12,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,Original,,,,,,,,
METHYLPREDNISOLONE ACETATE,1,Most,1,Most,1,Most,1,Most,1,,0,,1,,1,,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,cc(=o)occ(=o)[c@@]1(o)cc[c@h]2[c@@h]3c[c@h](c)c4=cc(=o)c=c[c@]4(c)[c@h]3[c@@h](o)c[c@@]21c,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Original,,,,,,,,
METOCLOPRAMIDE,1,Most,1,,1,Most,1,,1,,0,,0,,0,,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,ccn(cc)ccnc(=o)c1cc(cl)c(n)cc1oc,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,Original,,,,,,,,
METOPROLOL,1,Most,1,,1,,1,,0,,0,,1,Most,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1,coccc1ccc(occ(o)cnc(c)c)cc1,COCCc1ccc(OCC(O)CNC(C)C)cc1,Original,,,,,,,,
METOPROLOL SUCCINATE ER,1,Most,1,,1,,1,,0,,0,,1,,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,coccc1ccc(occ(o)cnc(c)c)cc1.coccc1ccc(occ(o)cnc(c)c)cc1.o=c(o)ccc(=o)o,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,Original,,,,,,,,
METOPROLOL SUCCINATE ER TABLETS,1,Most,1,,1,,0,,1,,0,,1,Most,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,coccc1ccc(occ(o)cnc(c)c)cc1.coccc1ccc(occ(o)cnc(c)c)cc1.o=c(o)ccc(=o)o,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,Original,,,,,,,,
METOPROLOL SUCCINATE; METOPROLOL SUCCINATE ER,1,Most,1,,1,,0,,1,,0,,1,,0,,Not found,not found,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,ChEMBL,,,,,,,,
METOPROLOL TARTATE,1,Most,1,,1,,1,,1,,0,,1,,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,coccc1ccc(occ(o)cnc(c)c)cc1.coccc1ccc(occ(o)cnc(c)c)cc1.o=c(o)c(o)c(o)c(=o)o,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,Original,,,,,,,,
METOPROLOL TARTRATE,1,Most,1,,1,,1,,1,,0,,1,,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,coccc1ccc(occ(o)cnc(c)c)cc1.coccc1ccc(occ(o)cnc(c)c)cc1.o=c(o)c(o)c(o)c(=o)o,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,Original,,,,,,,,
METOPROLOL TARTRATE; METOROPROLOL TARTRATE,1,Most,1,Most,1,,0,,1,,0,,1,,0,,Not found,not found,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,ChEMBL,,,,,,,,
METOROPROLOL TARTRATE,1,Most,1,Most,0,,1,,1,,0,,1,Most,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,coccc1ccc(occ(o)cnc(c)c)cc1.coccc1ccc(occ(o)cnc(c)c)cc1.o=c(o)c(o)c(o)c(=o)o,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,Original,,,,,,,,
METRELEPTIN,0,,1,Most,1,Most,0,,0,,0,,0,,0,,Not found,not found,,NotFound,METRELEPTIN,METRELEPTIN,,,not_found | variants_tried=1,,None,no_hit | variants=['METRELEPTIN']
METRONIDAZOLE ORAL,1,Most,1,Most,1,,1,,1,Most,0,,1,Most,0,,Cc1ncc([N+](=O)[O-])n1CCO,cc1ncc([n+](=o)[o-])n1cco,Cc1ncc([N+](=O)[O-])n1CCO,Original,,,,,,,,
"METRONIDAZOLE VAGINAL GEL, 1.3 %",0,,1,Most,1,,1,,0,,0,,1,Most,0,,Cc1ncc([N+](=O)[O-])n1CCO,cc1ncc([n+](=o)[o-])n1cco,Cc1ncc([N+](=O)[O-])n1CCO,Original,,,,,,,,
